protein,has_esm2,esm2_file,has_prott5,prott5_file,has_structure,structure_file,structure_last_dim,structure_dim_ok
Q5T1M5,True,Q5T1M5.pt,True,Q5T1M5.pt,True,Q5T1M5.pt,112,True
Q5T200,True,Q5T200.pt,True,Q5T200.pt,True,Q5T200.pt,112,True
Q5T280,True,Q5T280.pt,True,Q5T280.pt,True,Q5T280.pt,112,True
Q5T2W1,True,Q5T2W1.pt,True,Q5T2W1.pt,True,Q5T2W1.pt,112,True
Q5T3I0,True,Q5T3I0.pt,True,Q5T3I0.pt,True,Q5T3I0.pt,112,True
Q5T3J3,True,Q5T3J3.pt,True,Q5T3J3.pt,True,Q5T3J3.pt,112,True
Q5T447,True,Q5T447.pt,True,Q5T447.pt,True,Q5T447.pt,112,True
Q5T5Y3,True,Q5T5Y3.pt,True,Q5T5Y3.pt,True,Q5T5Y3.pt,112,True
Q5T653,True,Q5T653.pt,True,Q5T653.pt,True,Q5T653.pt,112,True
Q5T655,True,Q5T655.pt,True,Q5T655.pt,True,Q5T655.pt,112,True
Q5T6F2,True,Q5T6F2.pt,True,Q5T6F2.pt,True,Q5T6F2.pt,112,True
Q5T6V5,True,Q5T6V5.pt,True,Q5T6V5.pt,True,Q5T6V5.pt,112,True
Q5T8P6,True,Q5T8P6.pt,True,Q5T8P6.pt,True,Q5T8P6.pt,112,True
Q5T9A4,True,Q5T9A4.pt,True,Q5T9A4.pt,True,Q5T9A4.pt,112,True
Q5T9S5,True,Q5T9S5.pt,True,Q5T9S5.pt,True,Q5T9S5.pt,112,True
Q5TA50,True,Q5TA50.pt,True,Q5TA50.pt,True,Q5TA50.pt,112,True
Q5TBB1,True,Q5TBB1.pt,True,Q5TBB1.pt,True,Q5TBB1.pt,112,True
Q5TC12,True,Q5TC12.pt,True,Q5TC12.pt,True,Q5TC12.pt,112,True
Q5TFE4,True,Q5TFE4.pt,True,Q5TFE4.pt,True,Q5TFE4.pt,112,True
Q5TKA1,True,Q5TKA1.pt,True,Q5TKA1.pt,True,Q5TKA1.pt,112,True
Q5U3C3,True,Q5U3C3.pt,True,Q5U3C3.pt,True,Q5U3C3.pt,112,True
Q5UIP0,True,Q5UIP0.pt,True,Q5UIP0.pt,True,Q5UIP0.pt,112,True
Q5VIR6,True,Q5VIR6.pt,True,Q5VIR6.pt,True,Q5VIR6.pt,112,True
Q5VSL9,True,Q5VSL9.pt,True,Q5VSL9.pt,True,Q5VSL9.pt,112,True
Q5VT25,True,Q5VT25.pt,True,Q5VT25.pt,True,Q5VT25.pt,112,True
Q5VT52,True,Q5VT52.pt,True,Q5VT52.pt,True,Q5VT52.pt,112,True
Q5VTB9,True,Q5VTB9.pt,True,Q5VTB9.pt,True,Q5VTB9.pt,112,True
Q5VTL8,True,Q5VTL8.pt,True,Q5VTL8.pt,True,Q5VTL8.pt,112,True
Q5VU43,True,Q5VU43.pt,True,Q5VU43.pt,True,Q5VU43.pt,112,True
Q5VUA4,True,Q5VUA4.pt,True,Q5VUA4.pt,True,Q5VUA4.pt,112,True
Q5VV42,True,Q5VV42.pt,True,Q5VV42.pt,True,Q5VV42.pt,112,True
Q5VW32,True,Q5VW32.pt,True,Q5VW32.pt,True,Q5VW32.pt,112,True
Q5VW38,True,Q5VW38.pt,True,Q5VW38.pt,True,Q5VW38.pt,112,True
Q5VWI1,True,Q5VWI1.pt,True,Q5VWI1.pt,True,Q5VWI1.pt,112,True
Q5VWJ9,True,Q5VWJ9.pt,True,Q5VWJ9.pt,True,Q5VWJ9.pt,112,True
Q5VYK3,True,Q5VYK3.pt,True,Q5VYK3.pt,True,Q5VYK3.pt,112,True
Q5VYS8,True,Q5VYS8.pt,True,Q5VYS8.pt,True,Q5VYS8.pt,112,True
Q5VZL5,True,Q5VZL5.pt,True,Q5VZL5.pt,True,Q5VZL5.pt,112,True
Q5VZM2,True,Q5VZM2.pt,True,Q5VZM2.pt,True,Q5VZM2.pt,112,True
Q5W0B1,True,Q5W0B1.pt,True,Q5W0B1.pt,True,Q5W0B1.pt,112,True
Q5W0V3,True,Q5W0V3.pt,True,Q5W0V3.pt,True,Q5W0V3.pt,112,True
Q5XKP0,True,Q5XKP0.pt,True,Q5XKP0.pt,True,Q5XKP0.pt,112,True
Q641Q2,True,Q641Q2.pt,True,Q641Q2.pt,True,Q641Q2.pt,112,True
Q66K14,True,Q66K14.pt,True,Q66K14.pt,True,Q66K14.pt,112,True
Q66LE6,True,Q66LE6.pt,True,Q66LE6.pt,True,Q66LE6.pt,112,True
Q676U5,True,Q676U5.pt,True,Q676U5.pt,True,Q676U5.pt,112,True
Q68CP9,True,Q68CP9.pt,True,Q68CP9.pt,True,Q68CP9.pt,112,True
Q68CZ6,True,Q68CZ6.pt,True,Q68CZ6.pt,True,Q68CZ6.pt,112,True
Q68E01,True,Q68E01.pt,True,Q68E01.pt,True,Q68E01.pt,112,True
Q68EM7,True,Q68EM7.pt,True,Q68EM7.pt,True,Q68EM7.pt,112,True
Q69YN4,True,Q69YN4.pt,True,Q69YN4.pt,True,Q69YN4.pt,112,True
Q6AHZ1,True,Q6AHZ1.pt,True,Q6AHZ1.pt,True,Q6AHZ1.pt,112,True
Q6DN03,True,Q6DN03.pt,True,Q6DN03.pt,True,Q6DN03.pt,112,True
Q6FI81,True,Q6FI81.pt,True,Q6FI81.pt,True,Q6FI81.pt,112,True
Q6GMV2,True,Q6GMV2.pt,True,Q6GMV2.pt,True,Q6GMV2.pt,112,True
Q6I9Y2,True,Q6I9Y2.pt,True,Q6I9Y2.pt,True,Q6I9Y2.pt,112,True
Q6IA86,True,Q6IA86.pt,True,Q6IA86.pt,True,Q6IA86.pt,112,True
Q6IQ23,True,Q6IQ23.pt,True,Q6IQ23.pt,True,Q6IQ23.pt,112,True
Q6MZM0,True,Q6MZM0.pt,True,Q6MZM0.pt,True,Q6MZM0.pt,112,True
Q6NUK1,True,Q6NUK1.pt,True,Q6NUK1.pt,True,Q6NUK1.pt,112,True
Q6NUM9,True,Q6NUM9.pt,True,Q6NUM9.pt,True,Q6NUM9.pt,112,True
Q6NUQ1,True,Q6NUQ1.pt,True,Q6NUQ1.pt,True,Q6NUQ1.pt,112,True
Q6NUQ4,True,Q6NUQ4.pt,True,Q6NUQ4.pt,True,Q6NUQ4.pt,112,True
Q6NVY1,True,Q6NVY1.pt,True,Q6NVY1.pt,True,Q6NVY1.pt,112,True
Q6NXE6,True,Q6NXE6.pt,True,Q6NXE6.pt,True,Q6NXE6.pt,112,True
Q6NXR4,True,Q6NXR4.pt,True,Q6NXR4.pt,True,Q6NXR4.pt,112,True
Q6NYC1,True,Q6NYC1.pt,True,Q6NYC1.pt,True,Q6NYC1.pt,112,True
Q6NZI2,True,Q6NZI2.pt,True,Q6NZI2.pt,True,Q6NZI2.pt,112,True
Q6P1J9,True,Q6P1J9.pt,True,Q6P1J9.pt,True,Q6P1J9.pt,112,True
Q6P1M0,True,Q6P1M0.pt,True,Q6P1M0.pt,True,Q6P1M0.pt,112,True
Q6P1N0,True,Q6P1N0.pt,True,Q6P1N0.pt,True,Q6P1N0.pt,112,True
Q6P1N9,True,Q6P1N9.pt,True,Q6P1N9.pt,True,Q6P1N9.pt,112,True
Q6P1Q9,True,Q6P1Q9.pt,True,Q6P1Q9.pt,True,Q6P1Q9.pt,112,True
Q6P2C8,True,Q6P2C8.pt,True,Q6P2C8.pt,True,Q6P2C8.pt,112,True
Q6P2E9,True,Q6P2E9.pt,True,Q6P2E9.pt,True,Q6P2E9.pt,112,True
Q6P2H3,True,Q6P2H3.pt,True,Q6P2H3.pt,True,Q6P2H3.pt,112,True
Q6P2Q9,True,Q6P2Q9.pt,True,Q6P2Q9.pt,True,Q6P2Q9.pt,112,True
Q6P3W7,True,Q6P3W7.pt,True,Q6P3W7.pt,True,Q6P3W7.pt,112,True
Q6P3X3,True,Q6P3X3.pt,True,Q6P3X3.pt,True,Q6P3X3.pt,112,True
Q6P4E1,True,Q6P4E1.pt,True,Q6P4E1.pt,True,Q6P4E1.pt,112,True
Q6P6C2,True,Q6P6C2.pt,True,Q6P6C2.pt,True,Q6P6C2.pt,112,True
Q6P996,True,Q6P996.pt,True,Q6P996.pt,True,Q6P996.pt,112,True
Q6PCB5,True,Q6PCB5.pt,True,Q6PCB5.pt,True,Q6PCB5.pt,112,True
Q6PD62,True,Q6PD62.pt,True,Q6PD62.pt,True,Q6PD62.pt,112,True
Q6PD74,True,Q6PD74.pt,True,Q6PD74.pt,True,Q6PD74.pt,112,True
Q6PGP7,True,Q6PGP7.pt,True,Q6PGP7.pt,True,Q6PGP7.pt,112,True
Q6PI48,True,Q6PI48.pt,True,Q6PI48.pt,True,Q6PI48.pt,112,True
Q6PID6,True,Q6PID6.pt,True,Q6PID6.pt,True,Q6PID6.pt,112,True
Q6PII3,True,Q6PII3.pt,True,Q6PII3.pt,True,Q6PII3.pt,112,True
Q6PIU2,True,Q6PIU2.pt,True,Q6PIU2.pt,True,Q6PIU2.pt,112,True
Q6PJ69,True,Q6PJ69.pt,True,Q6PJ69.pt,True,Q6PJ69.pt,112,True
Q6PJT7,True,Q6PJT7.pt,True,Q6PJT7.pt,True,Q6PJT7.pt,112,True
Q6PKG0,True,Q6PKG0.pt,True,Q6PKG0.pt,True,Q6PKG0.pt,112,True
Q6PL18,True,Q6PL18.pt,True,Q6PL18.pt,True,Q6PL18.pt,112,True
Q6Q0C0,True,Q6Q0C0.pt,True,Q6Q0C0.pt,True,Q6Q0C0.pt,112,True
Q6QNY1,True,Q6QNY1.pt,True,Q6QNY1.pt,True,Q6QNY1.pt,112,True
Q6R327,True,Q6R327.pt,True,Q6R327.pt,True,Q6R327.pt,112,True
Q6SJ93,True,Q6SJ93.pt,True,Q6SJ93.pt,True,Q6SJ93.pt,112,True
Q6UB35,True,Q6UB35.pt,True,Q6UB35.pt,True,Q6UB35.pt,112,True
Q6UN15,True,Q6UN15.pt,True,Q6UN15.pt,True,Q6UN15.pt,112,True
Q6UVJ0,True,Q6UVJ0.pt,True,Q6UVJ0.pt,True,Q6UVJ0.pt,112,True
Q6UWE0,True,Q6UWE0.pt,True,Q6UWE0.pt,True,Q6UWE0.pt,112,True
Q6UX04,True,Q6UX04.pt,True,Q6UX04.pt,True,Q6UX04.pt,112,True
Q6UXN9,True,Q6UXN9.pt,True,Q6UXN9.pt,True,Q6UXN9.pt,112,True
Q6VMQ6,True,Q6VMQ6.pt,True,Q6VMQ6.pt,True,Q6VMQ6.pt,112,True
Q6VY07,True,Q6VY07.pt,True,Q6VY07.pt,True,Q6VY07.pt,112,True
Q6WCQ1,True,Q6WCQ1.pt,True,Q6WCQ1.pt,True,Q6WCQ1.pt,112,True
Q6WKZ4,True,Q6WKZ4.pt,True,Q6WKZ4.pt,True,Q6WKZ4.pt,112,True
Q6Y1H2,True,Q6Y1H2.pt,True,Q6Y1H2.pt,True,Q6Y1H2.pt,112,True
Q6Y7W6,True,Q6Y7W6.pt,True,Q6Y7W6.pt,True,Q6Y7W6.pt,112,True
Q6YN16,True,Q6YN16.pt,True,Q6YN16.pt,True,Q6YN16.pt,112,True
Q6YP21,True,Q6YP21.pt,True,Q6YP21.pt,True,Q6YP21.pt,112,True
Q6ZRP7,True,Q6ZRP7.pt,True,Q6ZRP7.pt,True,Q6ZRP7.pt,112,True
Q6ZT77,True,Q6ZT77.pt,True,Q6ZT77.pt,True,Q6ZT77.pt,112,True
Q6ZWJ1,True,Q6ZWJ1.pt,True,Q6ZWJ1.pt,True,Q6ZWJ1.pt,112,True
Q6ZXV5,True,Q6ZXV5.pt,True,Q6ZXV5.pt,True,Q6ZXV5.pt,112,True
Q70E73,True,Q70E73.pt,True,Q70E73.pt,True,Q70E73.pt,112,True
Q70HW3,True,Q70HW3.pt,True,Q70HW3.pt,True,Q70HW3.pt,112,True
Q70J99,True,Q70J99.pt,True,Q70J99.pt,True,Q70J99.pt,112,True
Q70UQ0,True,Q70UQ0.pt,True,Q70UQ0.pt,True,Q70UQ0.pt,112,True
Q70Z53,True,Q70Z53.pt,True,Q70Z53.pt,True,Q70Z53.pt,112,True
Q712K3,True,Q712K3.pt,True,Q712K3.pt,True,Q712K3.pt,112,True
Q71H61,True,Q71H61.pt,True,Q71H61.pt,True,Q71H61.pt,112,True
Q71RC2,True,Q71RC2.pt,True,Q71RC2.pt,True,Q71RC2.pt,112,True
Q7KZ85,True,Q7KZ85.pt,True,Q7KZ85.pt,True,Q7KZ85.pt,112,True
Q7KZF4,True,Q7KZF4.pt,True,Q7KZF4.pt,True,Q7KZF4.pt,112,True
Q7KZI7,True,Q7KZI7.pt,True,Q7KZI7.pt,True,Q7KZI7.pt,112,True
Q7KZN9,True,Q7KZN9.pt,True,Q7KZN9.pt,True,Q7KZN9.pt,112,True
Q7L014,True,Q7L014.pt,True,Q7L014.pt,True,Q7L014.pt,112,True
Q7L0Y3,True,Q7L0Y3.pt,True,Q7L0Y3.pt,True,Q7L0Y3.pt,112,True
Q7L1Q6,True,Q7L1Q6.pt,True,Q7L1Q6.pt,True,Q7L1Q6.pt,112,True
Q7L2E3,True,Q7L2E3.pt,True,Q7L2E3.pt,True,Q7L2E3.pt,112,True
Q7L2H7,True,Q7L2H7.pt,True,Q7L2H7.pt,True,Q7L2H7.pt,112,True
Q7L3B6,True,Q7L3B6.pt,True,Q7L3B6.pt,True,Q7L3B6.pt,112,True
Q7L4I2,True,Q7L4I2.pt,True,Q7L4I2.pt,True,Q7L4I2.pt,112,True
Q7L592,True,Q7L592.pt,True,Q7L592.pt,True,Q7L592.pt,112,True
Q7L5D6,True,Q7L5D6.pt,True,Q7L5D6.pt,True,Q7L5D6.pt,112,True
Q7L5N1,True,Q7L5N1.pt,True,Q7L5N1.pt,True,Q7L5N1.pt,112,True
Q7L5Y9,True,Q7L5Y9.pt,True,Q7L5Y9.pt,True,Q7L5Y9.pt,112,True
Q7L7X3,True,Q7L7X3.pt,True,Q7L7X3.pt,True,Q7L7X3.pt,112,True
Q7LBC6,True,Q7LBC6.pt,True,Q7LBC6.pt,True,Q7LBC6.pt,112,True
Q7LBR1,True,Q7LBR1.pt,True,Q7LBR1.pt,True,Q7LBR1.pt,112,True
Q7RTV0,True,Q7RTV0.pt,True,Q7RTV0.pt,True,Q7RTV0.pt,112,True
Q7Z2K6,True,Q7Z2K6.pt,True,Q7Z2K6.pt,True,Q7Z2K6.pt,112,True
Q7Z2T5,True,Q7Z2T5.pt,True,Q7Z2T5.pt,True,Q7Z2T5.pt,112,True
Q7Z2W4,True,Q7Z2W4.pt,True,Q7Z2W4.pt,True,Q7Z2W4.pt,112,True
Q7Z2W9,True,Q7Z2W9.pt,True,Q7Z2W9.pt,True,Q7Z2W9.pt,112,True
Q7Z2Z2,True,Q7Z2Z2.pt,True,Q7Z2Z2.pt,True,Q7Z2Z2.pt,112,True
Q7Z3B4,True,Q7Z3B4.pt,True,Q7Z3B4.pt,True,Q7Z3B4.pt,112,True
Q7Z3E2,True,Q7Z3E2.pt,True,Q7Z3E2.pt,True,Q7Z3E2.pt,112,True
Q7Z3K3,True,Q7Z3K3.pt,True,Q7Z3K3.pt,True,Q7Z3K3.pt,112,True
Q7Z3U7,True,Q7Z3U7.pt,True,Q7Z3U7.pt,True,Q7Z3U7.pt,112,True
Q7Z406,True,Q7Z406.pt,True,Q7Z406.pt,True,Q7Z406.pt,112,True
Q7Z417,True,Q7Z417.pt,True,Q7Z417.pt,True,Q7Z417.pt,112,True
Q7Z460,True,Q7Z460.pt,True,Q7Z460.pt,True,Q7Z460.pt,112,True
Q7Z478,True,Q7Z478.pt,True,Q7Z478.pt,True,Q7Z478.pt,112,True
Q7Z4G4,True,Q7Z4G4.pt,True,Q7Z4G4.pt,True,Q7Z4G4.pt,112,True
Q7Z4H7,True,Q7Z4H7.pt,True,Q7Z4H7.pt,True,Q7Z4H7.pt,112,True
Q7Z4H8,True,Q7Z4H8.pt,True,Q7Z4H8.pt,True,Q7Z4H8.pt,112,True
Q7Z4I7,True,Q7Z4I7.pt,True,Q7Z4I7.pt,True,Q7Z4I7.pt,112,True
Q7Z4Q2,True,Q7Z4Q2.pt,True,Q7Z4Q2.pt,True,Q7Z4Q2.pt,112,True
Q7Z4S6,True,Q7Z4S6.pt,True,Q7Z4S6.pt,True,Q7Z4S6.pt,112,True
Q7Z4V5,True,Q7Z4V5.pt,True,Q7Z4V5.pt,True,Q7Z4V5.pt,112,True
Q7Z569,True,Q7Z569.pt,True,Q7Z569.pt,True,Q7Z569.pt,112,True
Q7Z5K2,True,Q7Z5K2.pt,True,Q7Z5K2.pt,True,Q7Z5K2.pt,112,True
Q7Z6B0,True,Q7Z6B0.pt,True,Q7Z6B0.pt,True,Q7Z6B0.pt,112,True
Q7Z6B7,True,Q7Z6B7.pt,True,Q7Z6B7.pt,True,Q7Z6B7.pt,112,True
Q7Z6E9,True,Q7Z6E9.pt,True,Q7Z6E9.pt,True,Q7Z6E9.pt,112,True
Q7Z6M1,True,Q7Z6M1.pt,True,Q7Z6M1.pt,True,Q7Z6M1.pt,112,True
Q7Z739,True,Q7Z739.pt,True,Q7Z739.pt,True,Q7Z739.pt,112,True
Q7Z7A1,True,Q7Z7A1.pt,True,Q7Z7A1.pt,True,Q7Z7A1.pt,112,True
Q7Z7E8,True,Q7Z7E8.pt,True,Q7Z7E8.pt,True,Q7Z7E8.pt,112,True
Q7Z7K0,True,Q7Z7K0.pt,True,Q7Z7K0.pt,True,Q7Z7K0.pt,112,True
Q7Z7K6,True,Q7Z7K6.pt,True,Q7Z7K6.pt,True,Q7Z7K6.pt,112,True
Q86SF2,True,Q86SF2.pt,True,Q86SF2.pt,True,Q86SF2.pt,112,True
Q86TB9,True,Q86TB9.pt,True,Q86TB9.pt,True,Q86TB9.pt,112,True
Q86TI2,True,Q86TI2.pt,True,Q86TI2.pt,True,Q86TI2.pt,112,True
Q86TU7,True,Q86TU7.pt,True,Q86TU7.pt,True,Q86TU7.pt,112,True
Q86U42,True,Q86U42.pt,True,Q86U42.pt,True,Q86U42.pt,112,True
Q86U44,True,Q86U44.pt,True,Q86U44.pt,True,Q86U44.pt,112,True
Q86UD0,True,Q86UD0.pt,True,Q86UD0.pt,True,Q86UD0.pt,112,True
Q86UE4,True,Q86UE4.pt,True,Q86UE4.pt,True,Q86UE4.pt,112,True
Q86UE8,True,Q86UE8.pt,True,Q86UE8.pt,True,Q86UE8.pt,112,True
Q86UK7,True,Q86UK7.pt,True,Q86UK7.pt,True,Q86UK7.pt,112,True
Q86UP2,True,Q86UP2.pt,True,Q86UP2.pt,True,Q86UP2.pt,112,True
Q86UT8,True,Q86UT8.pt,True,Q86UT8.pt,True,Q86UT8.pt,112,True
Q86V21,True,Q86V21.pt,True,Q86V21.pt,True,Q86V21.pt,112,True
Q86V48,True,Q86V48.pt,True,Q86V48.pt,True,Q86V48.pt,112,True
Q86V81,True,Q86V81.pt,True,Q86V81.pt,True,Q86V81.pt,112,True
Q86VM9,True,Q86VM9.pt,True,Q86VM9.pt,True,Q86VM9.pt,112,True
Q86VN1,True,Q86VN1.pt,True,Q86VN1.pt,True,Q86VN1.pt,112,True
Q86VP1,True,Q86VP1.pt,True,Q86VP1.pt,True,Q86VP1.pt,112,True
Q86VU5,True,Q86VU5.pt,True,Q86VU5.pt,True,Q86VU5.pt,112,True
Q86W50,True,Q86W50.pt,True,Q86W50.pt,True,Q86W50.pt,112,True
Q86W92,True,Q86W92.pt,True,Q86W92.pt,True,Q86W92.pt,112,True
Q86WA8,True,Q86WA8.pt,True,Q86WA8.pt,True,Q86WA8.pt,112,True
Q86WB0,True,Q86WB0.pt,True,Q86WB0.pt,True,Q86WB0.pt,112,True
Q86WJ1,True,Q86WJ1.pt,True,Q86WJ1.pt,True,Q86WJ1.pt,112,True
Q86WR0,True,Q86WR0.pt,True,Q86WR0.pt,True,Q86WR0.pt,112,True
Q86X10,True,Q86X10.pt,True,Q86X10.pt,True,Q86X10.pt,112,True
Q86X27,True,Q86X27.pt,True,Q86X27.pt,True,Q86X27.pt,112,True
Q86X55,True,Q86X55.pt,True,Q86X55.pt,True,Q86X55.pt,112,True
Q86XA9,True,Q86XA9.pt,True,Q86XA9.pt,True,Q86XA9.pt,112,True
Q86XI2,True,Q86XI2.pt,True,Q86XI2.pt,True,Q86XI2.pt,112,True
Q86XP3,True,Q86XP3.pt,True,Q86XP3.pt,True,Q86XP3.pt,112,True
Q86Y37,True,Q86Y37.pt,True,Q86Y37.pt,True,Q86Y37.pt,112,True
Q86Y56,True,Q86Y56.pt,True,Q86Y56.pt,True,Q86Y56.pt,112,True
Q86YP4,True,Q86YP4.pt,True,Q86YP4.pt,True,Q86YP4.pt,112,True
Q8IU85,True,Q8IU85.pt,True,Q8IU85.pt,True,Q8IU85.pt,112,True
Q8IUC4,True,Q8IUC4.pt,True,Q8IUC4.pt,True,Q8IUC4.pt,112,True
Q8IUD2,True,Q8IUD2.pt,True,Q8IUD2.pt,True,Q8IUD2.pt,112,True
Q8IUD6,True,Q8IUD6.pt,True,Q8IUD6.pt,True,Q8IUD6.pt,112,True
Q8IUF8,True,Q8IUF8.pt,True,Q8IUF8.pt,True,Q8IUF8.pt,112,True
Q8IV38,True,Q8IV38.pt,True,Q8IV38.pt,True,Q8IV38.pt,112,True
Q8IV48,True,Q8IV48.pt,True,Q8IV48.pt,True,Q8IV48.pt,112,True
Q8IVF6,True,Q8IVF6.pt,True,Q8IVF6.pt,True,Q8IVF6.pt,112,True
Q8IVI9,True,Q8IVI9.pt,True,Q8IVI9.pt,True,Q8IVI9.pt,112,True
Q8IVM0,True,Q8IVM0.pt,True,Q8IVM0.pt,True,Q8IVM0.pt,112,True
Q8IVT2,True,Q8IVT2.pt,True,Q8IVT2.pt,True,Q8IVT2.pt,112,True
Q8IW35,True,Q8IW35.pt,True,Q8IW35.pt,True,Q8IW35.pt,112,True
Q8IWA0,True,Q8IWA0.pt,True,Q8IWA0.pt,True,Q8IWA0.pt,112,True
Q8IWB7,True,Q8IWB7.pt,True,Q8IWB7.pt,True,Q8IWB7.pt,112,True
Q8IWB9,True,Q8IWB9.pt,True,Q8IWB9.pt,True,Q8IWB9.pt,112,True
Q8IWC1,True,Q8IWC1.pt,True,Q8IWC1.pt,True,Q8IWC1.pt,112,True
Q8IWE2,True,Q8IWE2.pt,True,Q8IWE2.pt,True,Q8IWE2.pt,112,True
Q8IWJ2,True,Q8IWJ2.pt,True,Q8IWJ2.pt,True,Q8IWJ2.pt,112,True
Q8IWL3,True,Q8IWL3.pt,True,Q8IWL3.pt,True,Q8IWL3.pt,112,True
Q8IWS0,True,Q8IWS0.pt,True,Q8IWS0.pt,True,Q8IWS0.pt,112,True
Q8IWX8,True,Q8IWX8.pt,True,Q8IWX8.pt,True,Q8IWX8.pt,112,True
Q8IX01,True,Q8IX01.pt,True,Q8IX01.pt,True,Q8IX01.pt,112,True
Q8IX03,True,Q8IX03.pt,True,Q8IX03.pt,True,Q8IX03.pt,112,True
Q8IX12,True,Q8IX12.pt,True,Q8IX12.pt,True,Q8IX12.pt,112,True
Q8IXB1,True,Q8IXB1.pt,True,Q8IXB1.pt,True,Q8IXB1.pt,112,True
Q8IXH7,True,Q8IXH7.pt,True,Q8IXH7.pt,True,Q8IXH7.pt,112,True
Q8IXI1,True,Q8IXI1.pt,True,Q8IXI1.pt,True,Q8IXI1.pt,112,True
Q8IXJ6,True,Q8IXJ6.pt,True,Q8IXJ6.pt,True,Q8IXJ6.pt,112,True
Q8IXM3,True,Q8IXM3.pt,True,Q8IXM3.pt,True,Q8IXM3.pt,112,True
Q8IXT5,True,Q8IXT5.pt,True,Q8IXT5.pt,True,Q8IXT5.pt,112,True
Q8IY18,True,Q8IY18.pt,True,Q8IY18.pt,True,Q8IY18.pt,112,True
Q8IY37,True,Q8IY37.pt,True,Q8IY37.pt,True,Q8IY37.pt,112,True
Q8IY63,True,Q8IY63.pt,True,Q8IY63.pt,True,Q8IY63.pt,112,True
Q8IY81,True,Q8IY81.pt,True,Q8IY81.pt,True,Q8IY81.pt,112,True
Q8IYB3,True,Q8IYB3.pt,True,Q8IYB3.pt,True,Q8IYB3.pt,112,True
Q8IYB8,True,Q8IYB8.pt,True,Q8IYB8.pt,True,Q8IYB8.pt,112,True
Q8IYD1,True,Q8IYD1.pt,True,Q8IYD1.pt,True,Q8IYD1.pt,112,True
Q8IYE0,True,Q8IYE0.pt,True,Q8IYE0.pt,True,Q8IYE0.pt,112,True
Q8IYH5,True,Q8IYH5.pt,True,Q8IYH5.pt,True,Q8IYH5.pt,112,True
Q8IYI6,True,Q8IYI6.pt,True,Q8IYI6.pt,True,Q8IYI6.pt,112,True
Q8IYU8,True,Q8IYU8.pt,True,Q8IYU8.pt,True,Q8IYU8.pt,112,True
Q8IZ21,True,Q8IZ21.pt,True,Q8IZ21.pt,True,Q8IZ21.pt,112,True
Q8IZH2,True,Q8IZH2.pt,True,Q8IZH2.pt,True,Q8IZH2.pt,112,True
Q8IZL8,True,Q8IZL8.pt,True,Q8IZL8.pt,True,Q8IZL8.pt,112,True
Q8N0X7,True,Q8N0X7.pt,True,Q8N0X7.pt,True,Q8N0X7.pt,112,True
Q8N163,True,Q8N163.pt,True,Q8N163.pt,True,Q8N163.pt,112,True
Q8N183,True,Q8N183.pt,True,Q8N183.pt,True,Q8N183.pt,112,True
Q8N1F7,True,Q8N1F7.pt,True,Q8N1F7.pt,True,Q8N1F7.pt,112,True
Q8N1G2,True,Q8N1G2.pt,True,Q8N1G2.pt,True,Q8N1G2.pt,112,True
Q8N1G4,True,Q8N1G4.pt,True,Q8N1G4.pt,True,Q8N1G4.pt,112,True
Q8N1W1,True,Q8N1W1.pt,True,Q8N1W1.pt,True,Q8N1W1.pt,112,True
Q8N201,True,Q8N201.pt,True,Q8N201.pt,True,Q8N201.pt,112,True
Q8N2F6,True,Q8N2F6.pt,True,Q8N2F6.pt,True,Q8N2F6.pt,112,True
Q8N3C0,True,Q8N3C0.pt,True,Q8N3C0.pt,True,Q8N3C0.pt,112,True
Q8N3D4,True,Q8N3D4.pt,True,Q8N3D4.pt,True,Q8N3D4.pt,112,True
Q8N3X1,True,Q8N3X1.pt,True,Q8N3X1.pt,True,Q8N3X1.pt,112,True
Q8N4H5,True,Q8N4H5.pt,True,Q8N4H5.pt,True,Q8N4H5.pt,112,True
Q8N4P3,True,Q8N4P3.pt,True,Q8N4P3.pt,True,Q8N4P3.pt,112,True
Q8N4V1,True,Q8N4V1.pt,True,Q8N4V1.pt,True,Q8N4V1.pt,112,True
Q8N543,True,Q8N543.pt,True,Q8N543.pt,True,Q8N543.pt,112,True
Q8N5I9,True,Q8N5I9.pt,True,Q8N5I9.pt,True,Q8N5I9.pt,112,True
Q8N5K1,True,Q8N5K1.pt,True,Q8N5K1.pt,True,Q8N5K1.pt,112,True
Q8N5M4,True,Q8N5M4.pt,True,Q8N5M4.pt,True,Q8N5M4.pt,112,True
Q8N5N7,True,Q8N5N7.pt,True,Q8N5N7.pt,True,Q8N5N7.pt,112,True
Q8N684,True,Q8N684.pt,True,Q8N684.pt,True,Q8N684.pt,112,True
Q8N6G6,True,Q8N6G6.pt,True,Q8N6G6.pt,True,Q8N6G6.pt,112,True
Q8N6M0,True,Q8N6M0.pt,True,Q8N6M0.pt,True,Q8N6M0.pt,112,True
Q8N6M3,True,Q8N6M3.pt,True,Q8N6M3.pt,True,Q8N6M3.pt,112,True
Q8N6R0,True,Q8N6R0.pt,True,Q8N6R0.pt,True,Q8N6R0.pt,112,True
Q8N6T3,True,Q8N6T3.pt,True,Q8N6T3.pt,True,Q8N6T3.pt,112,True
Q8N6T7,True,Q8N6T7.pt,True,Q8N6T7.pt,True,Q8N6T7.pt,112,True
